EMA_Span,Derivadas,Rolling,Roll_Window,Squared,MW_Window,N_Features,Components_C,RMSE,R2,Jarque_Bera_Stat,Jarque_Bera_p,Lag_Top_Temp,Lag_Top_Pressure,Lag_Reflux_Flow,Lag_Flow_To_Next_Process,Lag_Temp_Sixth_Tray,Lag_Bottom_Temp_1,Lag_Bottom_Temp_2
12,False,True,4.0,False,400,22,10,0.03743427120054128,0.9669549411730834,12.893,0.001586,12,2,4,19,11,12,12
12,False,True,8.0,False,400,22,8,0.03762606602508792,0.966907331193687,5.742,0.056643,12,2,4,19,11,12,12
9,False,False,,True,300,15,12,0.03742168486728152,0.966904942692991,2.0611,0.356813,13,3,5,21,11,13,13
18,False,True,16.0,False,200,22,6,0.037885875335830786,0.9668818765953348,3249.6826,0.0,10,0,2,17,9,11,11
12,False,True,8.0,True,300,29,8,0.03766791030682696,0.966833684964164,7336.8036,0.0,12,2,4,19,11,12,12
15,True,False,,True,400,22,6,0.037383468160898665,0.9668285994090918,7.1621,0.027847,11,1,3,18,10,11,11
21,False,True,8.0,True,200,29,10,0.03754873606123872,0.9668252954020123,70415.5756,0.0,10,0,2,16,9,10,10
15,False,True,4.0,False,400,22,10,0.03750428246418673,0.9667586858368622,14.7601,0.000624,11,1,3,18,10,11,11
21,True,True,16.0,True,200,36,8,0.0379545753715857,0.9666905715587523,15021.4835,0.0,10,0,2,16,9,10,10
6,True,True,8.0,True,400,36,8,0.037881620261060345,0.9666752157836319,2.3346,0.311204,14,4,6,22,12,14,14
9,False,False,,True,400,15,10,0.03758164838822607,0.9666214003117537,0.2043,0.902906,13,3,5,21,11,13,13
18,False,False,,True,300,15,12,0.037432692232308544,0.9666008456420436,30.0025,0.0,10,0,2,17,9,11,11
18,False,True,4.0,False,400,22,10,0.03758375310171858,0.9665448055274268,10.9013,0.004293,10,0,2,17,9,11,11
12,False,True,4.0,False,300,22,12,0.037667624476263914,0.9665416724239905,21485.1572,0.0,12,2,4,19,11,12,12
12,False,True,16.0,False,200,22,8,0.03817150678970238,0.9665240508837737,540.806,0.0,12,2,4,19,11,12,12
18,False,True,18.0,False,300,22,6,0.038175949216286906,0.966516258521745,250.6128,0.0,10,0,2,17,9,11,11
12,False,True,18.0,False,200,22,8,0.03827780505689499,0.9664817626940329,811.3762,0.0,12,2,4,19,11,12,12
12,False,True,12.0,False,200,22,8,0.0380589837616407,0.96643512287716,1174.3761,0.0,12,2,4,19,11,12,12
6,False,True,18.0,True,200,29,18,0.03842891465797387,0.9664350178693798,317828.1429,0.0,14,4,6,22,12,14,14
12,False,True,12.0,False,400,22,8,0.03812293301635623,0.9663222322023227,6.2829,0.04322,12,2,4,19,11,12,12
12,True,True,12.0,True,200,36,20,0.03813440255981061,0.9663019647834016,745313.5305,0.0,12,2,4,19,11,12,12
12,False,True,8.0,True,400,29,8,0.03799052743481744,0.9662631280712572,3.1169,0.210464,12,2,4,19,11,12,12
9,False,False,,True,400,15,14,0.03786469446604622,0.9661167253054354,0.2725,0.872626,13,3,5,21,11,13,13
18,False,True,18.0,True,200,29,6,0.03841222177600972,0.9661005113760858,3992.7106,0.0,10,0,2,17,9,11,11
9,False,True,4.0,True,300,29,10,0.038014101778570994,0.9660724481939249,51123.614,0.0,13,3,5,21,11,13,13
9,False,False,,False,400,8,8,0.037905691348432795,0.9660433133497682,9.4259,0.008978,13,3,5,21,11,13,13
9,False,False,,True,400,15,12,0.03791213117826193,0.96603177450949,0.4476,0.799473,13,3,5,21,11,13,13
15,False,False,,True,200,15,6,0.03779160327941388,0.9660280734991754,94.5337,0.0,11,1,3,18,10,11,11
9,False,True,4.0,True,300,29,12,0.03804212467198697,0.9660224089424042,94485.7575,0.0,13,3,5,21,11,13,13
15,False,True,16.0,True,300,29,6,0.03842587573772305,0.9660039093888008,0.4557,0.796255,11,1,3,18,10,11,11
9,False,True,8.0,True,200,29,12,0.03825900462426801,0.9659342376953123,328604.9638,0.0,13,3,5,21,11,13,13
12,False,True,12.0,True,200,29,8,0.03834572919352222,0.965927446047639,1869.9376,0.0,12,2,4,19,11,12,12
21,False,True,12.0,False,400,22,6,0.038228421940428504,0.9659142156785677,2.2342,0.327233,10,0,2,16,9,10,10
15,True,True,16.0,False,300,29,18,0.038482005604226543,0.9659045185657422,1073638.9948,0.0,11,1,3,18,10,11,11
6,False,True,4.0,True,400,29,8,0.038185904173259594,0.9658402841585355,2.9316,0.230889,14,4,6,22,12,14,14
9,False,False,,True,400,15,6,0.03802655650940344,0.9658264211894392,5.7623,0.05607,13,3,5,21,11,13,13
12,True,True,12.0,False,200,29,18,0.03840797495475235,0.9658167378418254,465207.1091,0.0,12,2,4,19,11,12,12
18,False,True,4.0,False,400,22,8,0.03799071766340348,0.9658163635357769,8.012,0.018206,10,0,2,17,9,11,11
9,False,True,8.0,False,200,22,14,0.03834847097844623,0.9657747299892225,254915.3916,0.0,13,3,5,21,11,13,13
6,False,True,18.0,True,200,29,8,0.038810800788251026,0.965764601309618,2884.8222,0.0,14,4,6,22,12,14,14
12,True,True,12.0,False,200,29,14,0.03844054239290709,0.9657587429455171,249302.6003,0.0,12,2,4,19,11,12,12
18,False,True,12.0,True,300,29,6,0.03835928162016864,0.9657554306912534,190.582,0.0,10,0,2,17,9,11,11
6,False,True,8.0,True,300,29,10,0.03840546313626139,0.9657471851627966,16483.817,0.0,14,4,6,22,12,14,14
9,False,True,4.0,False,400,22,8,0.038209169254162,0.9657233597263359,12.2185,0.002222,13,3,5,21,11,13,13
9,True,True,12.0,True,200,36,12,0.03855200810157551,0.9657070317451505,183824.9751,0.0,13,3,5,21,11,13,13
6,True,False,,True,400,22,6,0.03817665359405227,0.9657064745666897,2.166,0.33858,14,4,6,22,12,14,14
18,False,True,8.0,False,200,22,10,0.03822103312691673,0.9657020707614514,132192.8905,0.0,10,0,2,17,9,11,11
9,False,True,18.0,True,400,29,8,0.03880770399359874,0.9656959444886,10.9011,0.004294,13,3,5,21,11,13,13
6,False,True,12.0,False,200,22,10,0.03863223524538311,0.9656377886992766,22127.4573,0.0,14,4,6,22,12,14,14
12,False,True,16.0,False,400,22,8,0.03867812112134019,0.9656295649157085,1.0031,0.605598,12,2,4,19,11,12,12
12,True,False,,True,400,22,6,0.038100854622207705,0.96561787615351,1.3125,0.518803,12,2,4,19,11,12,12
6,False,True,4.0,False,400,22,8,0.03831394293269252,0.9656108225057765,6.2279,0.044425,14,4,6,22,12,14,14
21,True,True,18.0,True,300,36,20,0.03868221818907947,0.9655488145283135,1496313.7055,0.0,10,0,2,16,9,10,10
6,True,True,12.0,False,300,29,20,0.038686281128349376,0.9655415770723531,170485.5748,0.0,14,4,6,22,12,14,14
6,False,True,4.0,True,300,29,18,0.038387036748670354,0.9654794847354305,61948.0639,0.0,14,4,6,22,12,14,14
15,True,True,16.0,False,300,29,12,0.03873145928996165,0.9654610484116528,673454.3227,0.0,11,1,3,18,10,11,11
12,True,True,16.0,False,200,29,10,0.03881729888730999,0.9653817655507303,94585.866,0.0,12,2,4,19,11,12,12
9,False,True,12.0,False,300,22,6,0.03875668998164319,0.9653419258667558,40.4842,0.0,13,3,5,21,11,13,13
15,False,True,12.0,True,300,29,6,0.03868177500279386,0.9652525416972372,54.0955,0.0,11,1,3,18,10,11,11
15,False,True,4.0,True,400,29,8,0.03835122303198418,0.9652403896350866,40.6314,0.0,11,1,3,18,10,11,11
9,False,True,8.0,True,400,29,8,0.03865849411883834,0.9652191137929296,5.1413,0.076486,13,3,5,21,11,13,13
18,True,True,18.0,False,200,29,6,0.03892239051231228,0.9651940651498299,930.1333,0.0,10,0,2,17,9,11,11
12,False,True,18.0,True,400,29,8,0.03900781347977756,0.9651910972667006,12.3144,0.002118,12,2,4,19,11,12,12
21,False,True,16.0,False,200,22,6,0.038807502952251646,0.9651766694651555,3758.7682,0.0,10,0,2,16,9,10,10
9,False,True,8.0,False,400,22,8,0.038689750626561346,0.9651628483562783,5.1608,0.075745,13,3,5,21,11,13,13
18,False,True,12.0,True,200,29,6,0.03873029475439871,0.9650897963475902,4511.417,0.0,10,0,2,17,9,11,11
12,False,True,18.0,False,400,22,8,0.0390665366132053,0.9650862143592872,6.4304,0.040148,12,2,4,19,11,12,12
18,False,False,,True,400,15,6,0.03828553921293708,0.9650616106717514,84.0169,0.0,10,0,2,17,9,11,11
6,False,False,,True,300,15,10,0.03850017478652958,0.9650462989960005,2.8073,0.245696,14,4,6,22,12,14,14
15,False,False,,True,300,15,10,0.03837980206500727,0.9649623473209795,0.1557,0.925106,11,1,3,18,10,11,11
9,False,False,,True,300,15,4,0.03855906818886706,0.9648626080120735,2.5515,0.279225,13,3,5,21,11,13,13
6,False,False,,False,300,8,8,0.03861937024718303,0.9648295326085954,8.3662,0.015251,14,4,6,22,12,14,14
18,False,True,16.0,False,300,22,6,0.03905327349900963,0.9648094581384855,206.9045,0.0,10,0,2,17,9,11,11
12,False,True,12.0,True,400,29,8,0.03897477002312194,0.9648003934846017,6.367,0.041441,12,2,4,19,11,12,12
18,False,True,18.0,False,200,22,6,0.039148617162962036,0.9647882877618438,4682.8559,0.0,10,0,2,17,9,11,11
18,False,False,,False,400,8,8,0.03844512533923028,0.9647697353098195,16.2081,0.000302,10,0,2,17,9,11,11
21,False,True,18.0,False,300,22,6,0.03913100038276869,0.9647447879105491,182.0051,0.0,10,0,2,16,9,10,10
9,True,False,,True,300,22,20,0.03868360402185217,0.9647124405578117,141699.56,0.0,13,3,5,21,11,13,13
9,False,True,12.0,True,300,29,6,0.0391349800684941,0.9646620540404289,44.6862,0.0,13,3,5,21,11,13,13
6,False,False,,True,300,15,6,0.03879093258907873,0.9645163565911913,1.3974,0.49724,14,4,6,22,12,14,14
9,False,True,16.0,True,400,29,8,0.03938580676703446,0.964513218661956,12.1306,0.002322,13,3,5,21,11,13,13
18,True,True,18.0,True,300,36,12,0.03932233734600104,0.9644750937100985,742267.7663,0.0,10,0,2,17,9,11,11
9,False,False,,False,300,8,6,0.03877380847754778,0.9644701491310802,9.1861,0.010122,13,3,5,21,11,13,13
9,False,True,12.0,True,400,29,8,0.039242429120154104,0.9644677398316127,2.2831,0.319318,13,3,5,21,11,13,13
12,False,True,16.0,True,400,29,8,0.039336006397079674,0.964450391406471,9.1358,0.01038,12,2,4,19,11,12,12
15,False,True,4.0,False,400,22,8,0.03878578222251529,0.9644482017868508,16.229,0.000299,11,1,3,18,10,11,11
15,True,True,16.0,False,300,29,16,0.03933801030248229,0.9643707886321746,1059596.0375,0.0,11,1,3,18,10,11,11
21,False,False,,True,300,15,8,0.03862918579595578,0.9643614357420055,3.08,0.21438,10,0,2,16,9,10,10
9,False,True,12.0,False,400,22,8,0.039309805874861735,0.9643456218258883,6.1416,0.046385,13,3,5,21,11,13,13
6,False,False,,False,200,8,6,0.03889802153548629,0.9643201689320785,17.7792,0.000138,14,4,6,22,12,14,14
12,True,True,16.0,True,300,36,16,0.03942037503528894,0.9642977328735034,571536.236,0.0,12,2,4,19,11,12,12
9,True,True,16.0,False,300,29,12,0.039526783472675915,0.9642587227705474,380854.1222,0.0,13,3,5,21,11,13,13
15,False,True,12.0,False,300,22,6,0.03923255362339898,0.9642559789232767,67.0701,0.0,11,1,3,18,10,11,11
6,False,False,,True,400,15,8,0.038953986492322804,0.9642174255739179,0.3197,0.852277,14,4,6,22,12,14,14
18,False,True,12.0,False,300,22,6,0.03922462222921746,0.9641929685918665,263.9471,0.0,10,0,2,17,9,11,11
12,True,True,8.0,True,300,36,16,0.03916128588485383,0.9641517422281942,640798.1481,0.0,12,2,4,19,11,12,12
6,False,False,,False,400,8,8,0.038999808436196715,0.9641331932978808,6.4541,0.039675,14,4,6,22,12,14,14
18,False,True,12.0,False,400,22,6,0.03927389099157281,0.9641029600218587,4.4043,0.110563,10,0,2,17,9,11,11
21,True,True,18.0,True,200,36,6,0.03948574764950083,0.9641026688473098,1060.7295,0.0,10,0,2,16,9,10,10
21,False,True,16.0,False,400,22,6,0.039436361104395155,0.9640389324392384,9.5154,0.008585,10,0,2,16,9,10,10
18,True,True,18.0,True,200,36,6,0.039567040423038866,0.9640315746862917,649.4937,0.0,10,0,2,17,9,11,11
9,False,True,16.0,False,400,22,8,0.03965678528243035,0.9640232332485316,5.4695,0.064911,13,3,5,21,11,13,13
18,False,True,4.0,False,300,22,20,0.03899481121325149,0.9639855397724586,538157.2097,0.0,10,0,2,17,9,11,11
9,False,False,,True,200,15,4,0.039058897681471166,0.9639457531375228,68.8739,0.0,13,3,5,21,11,13,13
15,False,True,16.0,False,300,22,6,0.0395817298719425,0.9639279377856838,12.6576,0.001784,11,1,3,18,10,11,11
9,False,True,16.0,True,300,29,6,0.03971920072689092,0.9639098971340972,1.6139,0.446212,13,3,5,21,11,13,13
21,False,False,,True,400,15,14,0.03889197897720828,0.9638748902281276,7.0567,0.029354,10,0,2,16,9,10,10
15,False,True,16.0,True,200,29,6,0.03961129881625801,0.9638740234569746,1360.4664,0.0,11,1,3,18,10,11,11
15,False,True,18.0,False,300,22,6,0.03971309555136155,0.9638431618195735,64.8747,0.0,11,1,3,18,10,11,11
6,False,True,8.0,False,300,22,10,0.03946709835853332,0.9638273230742547,13452.8151,0.0,14,4,6,22,12,14,14
21,False,True,16.0,True,200,29,6,0.039558468277897905,0.9638158944965127,3507.2278,0.0,10,0,2,16,9,10,10
15,True,False,,False,400,15,4,0.039089118597127534,0.9637326030554597,23.399,8e-06,11,1,3,18,10,11,11
12,False,True,4.0,True,400,29,8,0.0392196454519745,0.963727700295386,34.5501,0.0,12,2,4,19,11,12,12
18,False,True,16.0,False,400,22,6,0.039673556432720226,0.9636827182618019,10.0108,0.006702,10,0,2,17,9,11,11
15,False,False,,True,400,15,8,0.03908496401626407,0.9636630078647516,12.1799,0.002266,11,1,3,18,10,11,11
18,True,False,,False,400,15,4,0.03909058803246351,0.9636525499026973,15.9192,0.000349,10,0,2,17,9,11,11
15,False,True,18.0,True,300,29,6,0.039869484696121664,0.9635578317221862,5.0659,0.079424,11,1,3,18,10,11,11
18,False,True,12.0,False,200,22,6,0.03958399743871943,0.9635338362617278,3875.5868,0.0,10,0,2,17,9,11,11
21,False,True,18.0,False,200,22,6,0.03981005547562812,0.9635105770270791,4516.8439,0.0,10,0,2,16,9,10,10
21,False,False,,False,300,8,8,0.03910001800976854,0.9634873792978292,13.1609,0.001387,10,0,2,16,9,10,10
6,True,True,16.0,True,200,36,8,0.03999970689349042,0.9634772871198657,7590.6442,0.0,14,4,6,22,12,14,14
15,False,False,,False,300,8,8,0.03920205389576186,0.963444966620642,11.286,0.003542,11,1,3,18,10,11,11
12,True,True,18.0,False,200,29,8,0.03998509163821058,0.9634250862941895,21360.0324,0.0,12,2,4,19,11,12,12
15,True,True,18.0,False,300,29,12,0.03997448419924612,0.9633656321906283,749395.9988,0.0,11,1,3,18,10,11,11
6,False,True,16.0,True,200,29,8,0.04010292483860031,0.9632885525720938,4200.3098,0.0,14,4,6,22,12,14,14
6,False,True,4.0,False,300,22,18,0.03958915207669296,0.9632835661614914,125734.2709,0.0,14,4,6,22,12,14,14
6,False,True,12.0,True,200,29,20,0.03993410993419993,0.96328280901839,151466.69,0.0,14,4,6,22,12,14,14
21,False,True,16.0,False,300,22,6,0.039952654719012236,0.9630911774516046,172.0436,0.0,10,0,2,16,9,10,10
9,False,True,18.0,False,400,22,8,0.04026436271377284,0.9630723876860321,12.8913,0.001587,13,3,5,21,11,13,13
21,False,True,16.0,True,300,29,6,0.03997189807435361,0.9630556143262103,95.2167,0.0,10,0,2,16,9,10,10
6,False,False,,True,200,15,4,0.03961760454775284,0.9629878605359746,102.9495,0.0,14,4,6,22,12,14,14
9,True,True,12.0,False,300,29,20,0.0400706833170988,0.9629520173001378,621162.852,0.0,13,3,5,21,11,13,13
15,True,True,18.0,False,200,29,6,0.04020288489289576,0.9629458034327423,552.1596,0.0,11,1,3,18,10,11,11
15,False,False,,True,400,15,14,0.039469164200387305,0.9629451208069311,1.0792,0.582973,11,1,3,18,10,11,11
6,True,False,,False,400,15,4,0.03969689419542864,0.9629208748661785,12.1339,0.002318,14,4,6,22,12,14,14
18,True,True,18.0,True,200,36,10,0.04020501763445809,0.9628623169440833,191009.06,0.0,10,0,2,17,9,11,11
9,False,False,,False,400,8,6,0.03964163114893386,0.9628619158831107,15.5307,0.000424,13,3,5,21,11,13,13
12,False,False,,False,200,8,8,0.03955723916912052,0.9628587448439453,9.8929,0.007108,12,2,4,19,11,12,12
12,False,True,4.0,False,400,22,8,0.03969239791842428,0.9628479795020343,15.0206,0.000547,12,2,4,19,11,12,12
21,False,True,4.0,False,400,22,10,0.03957389995833545,0.9628274518138686,9.4869,0.008708,10,0,2,16,9,10,10
21,False,True,12.0,True,200,29,6,0.039925229696069896,0.9628211975512315,3195.6385,0.0,10,0,2,16,9,10,10
18,False,False,,True,300,15,4,0.03950350985217416,0.9628032743188671,12.0511,0.002416,10,0,2,17,9,11,11
15,False,False,,True,300,15,6,0.03956570994770825,0.9627636187895103,1.3087,0.519782,11,1,3,18,10,11,11
12,False,False,,True,200,15,14,0.03962439133422768,0.9627325362030023,13766.5305,0.0,12,2,4,19,11,12,12
9,False,False,,True,200,15,14,0.039720137511633974,0.9627146735611805,64605.6427,0.0,13,3,5,21,11,13,13
12,True,False,,False,400,15,4,0.03967994592741636,0.9627088815414945,32.8043,0.0,12,2,4,19,11,12,12
21,False,True,18.0,True,300,29,6,0.04027843202095748,0.9626469093605844,101.5225,0.0,10,0,2,16,9,10,10
15,True,False,,True,400,22,4,0.03970936864617577,0.9625725193750565,25.4301,3e-06,11,1,3,18,10,11,11
21,False,True,18.0,True,200,29,6,0.04036288977627787,0.9624900976101933,3643.2441,0.0,10,0,2,16,9,10,10
12,False,True,16.0,True,300,29,6,0.0404465559611558,0.9624147549601673,3.3587,0.186494,12,2,4,19,11,12,12
9,False,True,16.0,False,300,22,6,0.04056494770801902,0.9623565898449047,2.0282,0.362721,13,3,5,21,11,13,13
9,False,True,18.0,True,300,29,6,0.040688977008441866,0.9622894288147311,4.5202,0.104341,13,3,5,21,11,13,13
6,False,False,,True,400,15,6,0.040002475059967124,0.962265248801257,0.8943,0.639452,14,4,6,22,12,14,14
9,False,False,,False,400,8,4,0.039971908018269206,0.9622405011396307,6.5203,0.038382,13,3,5,21,11,13,13
21,False,True,12.0,False,200,22,6,0.040239440479057975,0.9622337019151288,2386.0082,0.0,10,0,2,16,9,10,10
12,False,False,,True,200,15,6,0.03989373994268905,0.9622241596272901,61.6822,0.0,12,2,4,19,11,12,12
18,True,False,,True,400,22,4,0.039882459131196424,0.9621650295036404,29.9196,0.0,10,0,2,17,9,11,11
12,False,False,,True,300,15,8,0.03994717285962129,0.9621228993746292,22.8523,1.1e-05,12,2,4,19,11,12,12
18,True,True,18.0,True,300,36,6,0.04060662116882571,0.9621166828946459,273.9455,0.0,10,0,2,17,9,11,11
6,False,False,,True,300,15,12,0.040085405676815275,0.9621086279925959,6.9238,0.03137,14,4,6,22,12,14,14
15,False,True,4.0,True,200,29,16,0.040084228865064096,0.9620279950100984,721908.1931,0.0,11,1,3,18,10,11,11
21,False,True,4.0,False,200,22,18,0.04000148948628085,0.9620198254952191,667006.3051,0.0,10,0,2,16,9,10,10
21,False,True,18.0,False,400,22,6,0.04063034979635418,0.961991340530679,14.3477,0.000766,10,0,2,16,9,10,10
6,False,False,,True,400,15,10,0.040157457151268394,0.9619722899508504,2.2668,0.321933,14,4,6,22,12,14,14
18,False,True,18.0,False,400,22,6,0.04071341109808304,0.9619171648716712,9.345,0.009349,10,0,2,17,9,11,11
9,False,True,16.0,True,200,29,6,0.040815631812835755,0.9618898931831754,1554.0795,0.0,13,3,5,21,11,13,13
21,False,False,,True,400,15,8,0.03995581332314423,0.9618715595760811,34.6186,0.0,10,0,2,16,9,10,10
15,False,True,16.0,False,200,22,6,0.04072048562417196,0.9618225139210586,1107.6594,0.0,11,1,3,18,10,11,11
12,False,True,12.0,False,300,22,6,0.04059224229958675,0.961818167275044,52.9282,0.0,12,2,4,19,11,12,12
6,False,False,,False,300,8,6,0.040258534010870255,0.9617806165167242,6.4832,0.039102,14,4,6,22,12,14,14
6,False,False,,True,400,15,14,0.04026395252132517,0.9617703277135856,1.511,0.469773,14,4,6,22,12,14,14
21,False,True,12.0,True,300,29,6,0.040489184197957225,0.961763458548273,462.8392,0.0,10,0,2,16,9,10,10
21,True,True,18.0,False,200,29,6,0.040788969873774845,0.9616939911373287,1356.1485,0.0,10,0,2,16,9,10,10
15,False,False,,True,400,15,10,0.040137161488088914,0.9616802335417369,0.678,0.712484,11,1,3,18,10,11,11
6,False,True,4.0,True,300,29,14,0.040457055993757776,0.9616560680080037,87996.4386,0.0,14,4,6,22,12,14,14
18,False,False,,False,400,8,6,0.04012812012770241,0.9616177019369162,17.6192,0.000149,10,0,2,17,9,11,11
21,True,True,18.0,True,300,36,6,0.04083130857524205,0.961614427059013,151.3477,0.0,10,0,2,16,9,10,10
21,True,False,,True,200,22,18,0.040135680187987265,0.9616032382730181,1300358.1493,0.0,10,0,2,16,9,10,10
21,True,True,12.0,True,200,36,16,0.040595786647907486,0.9615618503907244,1172710.9572,0.0,10,0,2,16,9,10,10
15,False,True,12.0,False,400,22,6,0.0406911502263058,0.9615487744863844,6.6609,0.035778,11,1,3,18,10,11,11
18,False,False,,False,400,8,4,0.040171240915431006,0.9615351680840746,6.521,0.03837,10,0,2,17,9,11,11
15,True,True,4.0,False,300,29,14,0.04034545976224262,0.9615314514057384,360459.2293,0.0,11,1,3,18,10,11,11
21,False,True,12.0,True,400,29,6,0.04072588392629626,0.9613150902251445,6.0512,0.048528,10,0,2,16,9,10,10
15,False,False,,True,300,15,14,0.040385045720377724,0.9612054516840192,154.3383,0.0,11,1,3,18,10,11,11
15,False,True,16.0,False,400,22,6,0.04105705082204235,0.9611888125311905,8.321,0.0156,11,1,3,18,10,11,11
18,False,True,12.0,True,400,29,6,0.040837693061542425,0.9611873604296722,10.952,0.004186,10,0,2,17,9,11,11
6,False,False,,True,400,15,12,0.04057792306795852,0.9611717878854161,1.8099,0.404561,14,4,6,22,12,14,14
21,False,True,4.0,False,400,22,8,0.04046412840135314,0.9611362225773096,21.8002,1.8e-05,10,0,2,16,9,10,10
21,True,True,18.0,False,300,29,6,0.04110052433254098,0.9611065780884267,288.5596,0.0,10,0,2,16,9,10,10
21,False,True,12.0,False,300,22,6,0.04085256213173564,0.9610740564622241,274.1992,0.0,10,0,2,16,9,10,10
18,True,True,12.0,True,200,36,20,0.040919374529635955,0.9610319430369532,1672377.1078,0.0,10,0,2,17,9,11,11
12,False,True,12.0,True,300,29,6,0.04101483794967847,0.9610190260253081,58.4704,0.0,12,2,4,19,11,12,12
9,False,True,18.0,True,200,29,6,0.04137676315730884,0.9610037725077947,309.1959,0.0,13,3,5,21,11,13,13
18,False,True,16.0,True,400,29,6,0.04113181372342094,0.9609638670052573,8.9214,0.011554,10,0,2,17,9,11,11
15,False,False,,True,400,15,12,0.04051174710860815,0.960961646902053,0.6318,0.729121,11,1,3,18,10,11,11
12,True,True,18.0,False,200,29,6,0.041313605952150376,0.9609542899786575,204.0813,0.0,12,2,4,19,11,12,12
6,False,True,4.0,False,300,22,16,0.04087365118384337,0.9608623305197763,159504.0852,0.0,14,4,6,22,12,14,14
6,False,True,18.0,True,400,29,8,0.041499599379969374,0.960856650013622,8.4763,0.014434,14,4,6,22,12,14,14
6,True,True,18.0,True,300,36,8,0.04153144152729878,0.9607965585181388,23927.6695,0.0,14,4,6,22,12,14,14
6,False,True,12.0,False,400,22,8,0.04127072158450713,0.9607837958650531,3.6253,0.163218,14,4,6,22,12,14,14
21,False,True,18.0,False,300,22,4,0.04128228173826548,0.9607618234437112,18.2325,0.00011,10,0,2,16,9,10,10
18,False,True,18.0,False,300,22,4,0.04133015508024301,0.960754636015409,14.4261,0.000737,10,0,2,17,9,11,11
15,False,True,4.0,False,200,22,20,0.040754096835036877,0.9607482513541563,756186.3575,0.0,11,1,3,18,10,11,11
6,False,True,16.0,False,200,22,8,0.041483101487283826,0.9607181575724227,1290.7902,0.0,14,4,6,22,12,14,14
21,False,False,,True,200,15,6,0.040562774392877504,0.9607043574335364,95.2697,0.0,10,0,2,16,9,10,10
6,False,True,18.0,False,200,22,8,0.04158527354373137,0.9606948636117031,688.7343,0.0,14,4,6,22,12,14,14
21,False,False,,True,400,15,12,0.040579191837141156,0.960672541829816,3.9034,0.142032,10,0,2,16,9,10,10
21,True,True,8.0,True,300,36,12,0.04088918127116556,0.9606601002852995,472654.0567,0.0,10,0,2,16,9,10,10
6,False,False,,False,400,8,4,0.04085322335203475,0.9606431418578047,2.2079,0.331559,14,4,6,22,12,14,14
6,False,True,8.0,True,400,29,8,0.0411871298838229,0.9606057068757549,0.6867,0.709377,14,4,6,22,12,14,14
6,False,False,,False,400,8,6,0.04087421047150973,0.9606026946578407,9.3025,0.00955,14,4,6,22,12,14,14
15,True,True,18.0,True,200,36,6,0.04149843365071764,0.9605191609755022,352.534,0.0,11,1,3,18,10,11,11
15,True,True,4.0,True,300,36,20,0.040874748879443985,0.9605154986134125,918829.8236,0.0,11,1,3,18,10,11,11
18,False,False,,False,300,8,4,0.04070929121890953,0.9604978780043831,5.5992,0.060834,10,0,2,17,9,11,11
12,False,True,16.0,False,300,22,6,0.04148752333926058,0.960455206585233,0.7736,0.679231,12,2,4,19,11,12,12
18,True,True,18.0,False,300,29,6,0.04150038372510233,0.9604306864363865,502.5718,0.0,10,0,2,17,9,11,11
12,False,True,18.0,True,300,29,6,0.04161494015506613,0.9603826276168255,3.1641,0.205556,12,2,4,19,11,12,12
9,False,True,8.0,True,300,29,6,0.04128992947225828,0.9603229787482599,3272.3948,0.0,13,3,5,21,11,13,13
21,True,True,8.0,True,300,36,18,0.0410721885851883,0.9603071658171118,1269426.2121,0.0,10,0,2,16,9,10,10
21,True,True,16.0,False,200,29,6,0.04143506446453511,0.9603014225708919,728.8488,0.0,10,0,2,16,9,10,10
6,False,True,4.0,True,300,29,16,0.04116916559751949,0.9602943580001799,147506.6674,0.0,14,4,6,22,12,14,14
6,False,True,8.0,False,400,22,8,0.041359370605957055,0.9602755314416935,3.0285,0.219978,14,4,6,22,12,14,14
18,False,False,,True,400,15,4,0.040833823788093276,0.9602558288389309,20.2055,4.1e-05,10,0,2,17,9,11,11
9,True,True,12.0,False,200,29,12,0.04150792546502355,0.9602467056193632,258439.0256,0.0,13,3,5,21,11,13,13
6,False,True,12.0,True,400,29,8,0.04157967577612557,0.9601944501672689,1.0644,0.587312,14,4,6,22,12,14,14
12,True,True,16.0,False,300,29,16,0.04162552533711985,0.9601916894391731,797179.9798,0.0,12,2,4,19,11,12,12
18,False,True,8.0,True,300,29,6,0.041194070959856756,0.9601587935033342,3857.4052,0.0,10,0,2,17,9,11,11
15,False,False,,False,200,8,6,0.04095019229984938,0.9601120760602384,39.9409,0.0,11,1,3,18,10,11,11
21,False,False,,True,300,15,10,0.04086911544638904,0.9601085734742701,9.1653,0.010228,10,0,2,16,9,10,10
15,False,True,12.0,True,200,29,6,0.04145205765624454,0.9600972855249816,7576.925,0.0,11,1,3,18,10,11,11
9,False,False,,False,300,8,4,0.04115146743786401,0.9599790755665806,1.0654,0.587023,13,3,5,21,11,13,13
15,False,True,18.0,False,200,22,6,0.04180147711460442,0.9599404357380584,2891.3962,0.0,11,1,3,18,10,11,11
21,False,True,4.0,True,400,29,8,0.04111299546074496,0.959879820208222,78.0854,0.0,10,0,2,16,9,10,10
15,False,True,4.0,False,200,22,18,0.04120337887265526,0.9598780413084964,791037.959,0.0,11,1,3,18,10,11,11
18,False,True,18.0,True,400,29,6,0.041834467518418024,0.9597910453322065,7.0453,0.029521,10,0,2,17,9,11,11
